,item_id,i_name,i_category,r_substitute,r_buy_together,r_complement
87,1616,"Rolodex Mesh Collection 3-Tier Desk Shelf, Letter-Size, Black (22341)",11,"[1615, 1107, 2333, 1008, 361, 1343, 2064, 1235, 745]",[],"[1398, 1317, 115, 361, 2064, 963, 1628, 494, 378, 630, 1473, 2088, 1575, 633, 1260, 1869, 745, 966, 2078, 587, 1134, 1615, 1807, 998, 1008, 699, 1675, 1583, 850, 421, 1235, 1322, 2065, 1107, 2237, 1321, 484, 1343, 769, 1976, 736, 1713, 557, 589, 139]"
88,2065,Rolodex Elegant Warm Metropolitan Look Desk Tray (23350),11,"[1616, 2333, 1235]",[],"[589, 361, 630, 587, 1694, 1615, 1807, 998, 2325, 1675, 1264, 1235, 1616, 1212, 140, 2099, 1107, 736, 850, 139]"
89,1615,"Rolodex Mesh Collection Stacking Sorter, 5-Section, Black (22141)",18,"[1107, 1008, 361, 1842, 1343, 2064, 1235, 1616, 745, 850]",[],"[1398, 1676, 115, 361, 2064, 49, 494, 365, 630, 378, 1473, 505, 633, 1260, 745, 2078, 587, 1694, 1807, 998, 1008, 1583, 1675, 1264, 850, 421, 1235, 1616, 1322, 843, 1107, 1419, 484, 2116, 1321, 1343, 1396, 736, 2214, 557, 589, 139]"
90,1131,"Swingline ClassicCut Pro 12-Inch Guillotine Trimmer, Desktop, Wood, 15 Sheet (9112)",10,"[592, 748, 757, 605, 318, 267, 916, 578]",[],"[115, 1730, 361, 963, 1222, 494, 378, 630, 1473, 1081, 164, 1662, 94, 635, 966, 587, 1364, 1583, 421, 1373, 2369, 908, 1107, 484, 2116, 769, 736, 557, 589, 139]"
91,267,"Swingline ClassicCut Lite Guillotine Trimmer, 12 Inch Cut Length, 10 Sheet Capacity (9312)",10,"[592, 757, 318, 605, 578, 284]",[],"[1493, 115, 1699, 840, 1098, 590, 1222, 49, 1697, 494, 378, 1937, 1473, 2395, 1137, 94, 635, 1742, 112, 966, 2078, 393, 770, 1637, 1322, 1373, 194, 437, 941, 901, 1644, 484, 2116, 665, 2214, 1448, 263, 139]"
92,630,"Rolodex 22351 Mesh round wastebasket, 11-1/2 diameter x 14-1/4h, black",11,"[1555, 1107, 361, 1343, 1235, 587, 850]",[],"[115, 361, 2064, 963, 1673, 378, 1473, 164, 633, 1704, 587, 2340, 1615, 998, 1008, 1235, 1616, 1781, 536, 746, 1107, 2237, 1419, 1343, 884, 1555, 736, 850, 139]"
93,2064,"Rolodex Mesh Collection Desk Organizer, Black (22171)",11,"[1398, 1615, 1107, 1008, 361, 1343, 1235, 1616, 850]",[],"[1398, 1317, 115, 361, 2412, 49, 494, 378, 630, 1473, 1575, 633, 745, 966, 587, 1694, 1134, 1615, 1807, 998, 1008, 1675, 1583, 421, 1235, 1616, 1322, 558, 1743, 843, 1107, 2237, 1419, 484, 1321, 1343, 1555, 736, 850, 139]"
94,2067,"Officemate Push Pins in Reusable Box, Assorted Colors, Box of 100 (92610)",35,"[1645, 158, 1419, 2245, 434]",[],"[516, 1217, 115, 1730, 361, 434, 1336, 49, 1309, 494, 378, 630, 1473, 89, 407, 633, 2245, 745, 966, 2078, 587, 1134, 998, 408, 699, 1136, 2325, 1264, 421, 1235, 1322, 1212, 1540, 220, 1645, 843, 1107, 1419, 484, 2116, 1396, 19, 736, 557, 850, 139]"
95,2066,"OfficemateOIC Mini Binder Clips, Assorted Colors, 60 Clips per Tub (31024)",35,"[1743, 2325, 1343, 1264, 2314, 1322, 966, 589]",[],"[1985, 516, 1676, 115, 361, 49, 1628, 1309, 494, 378, 1150, 505, 89, 407, 633, 2314, 966, 2078, 1167, 587, 147, 699, 2325, 1264, 421, 1322, 1743, 484, 2116, 769, 1343, 736, 1713, 557, 589, 139]"
96,1322,"ACCO Economy Jumbo Paper Clips, Smooth, Jumbo, 100/Box, 10 Boxes (72580)",35,"[1985, 1676, 115, 963, 494, 378, 1473, 139, 2088, 633, 2401, 2314, 966, 2087, 1357, 587, 1807, 699, 2325, 1264, 846, 421, 1212, 2381, 2237, 484, 769, 2116, 2078]",[],"[516, 1676, 115, 234, 361, 963, 49, 494, 378, 139, 1473, 2088, 505, 407, 633, 1260, 966, 2087, 1357, 587, 2078, 1713, 1807, 699, 2325, 850, 1264, 421, 1212, 2381, 2237, 1396, 484, 2116, 1234, 769, 1343, 1921, 736, 19, 2214, 1368, 589, 1934]"
97,325,"ACCO Mini 0.5 Inch Binder Clips, 0.25 Inch Capacity, Black, 12 Clips per Box (A7072010)",35,"[378, 1743, 2066, 2325, 633, 1264, 421, 1322, 966]",[],"[516, 1676, 115, 1228, 361, 124, 963, 49, 1628, 494, 378, 139, 1378, 2088, 505, 407, 633, 966, 2087, 1357, 1635, 587, 1134, 2078, 1615, 1807, 699, 2325, 1264, 846, 421, 1322, 1212, 1743, 2237, 1396, 484, 2116, 19, 736, 1713, 557, 850, 1934]"
98,939,"Scotch Cushion Wrap 7953, 12 Inches x 175 Feet",16,"[1657, 47, 1088, 1232, 428, 1881, 220, 2170]",[],"[193, 1232, 342, 1720, 1889, 1881, 48, 1331, 1011, 1422, 60, 171, 428, 220, 2170, 351, 47, 353, 9, 1247]"
99,1801,"Avery Metal Rim Key Tags, Card Stock/Metal, White, 50 per Pack (11025)",19,[],[],"[115, 963, 1509, 494, 378, 1137, 633, 142, 966, 2087, 587, 1323, 1807, 2325, 1449, 850, 421, 2350, 1322, 1212, 908, 2082, 484, 1333, 1921, 736, 589, 139]"
100,731,"Avery Ready Index Table of Contents Dividers, 10-Tab Set (11135)",22,"[214, 292, 114, 82, 1472, 2070, 557, 1309]",[],"[1050, 840, 49, 1309, 378, 505, 1617, 2195, 203, 966, 1726, 1807, 850, 1264, 421, 941, 214, 484, 733, 736, 1139, 557, 589]"
101,2068,"Avery Printable Two-Side Clean-Edge Business Cards for Laser Printers, White, Pack of 200 (05871)",25,"[2072, 1611, 941, 22, 1644, 75, 2161, 1075, 355, 1799, 1609]",[],"[1985, 516, 334, 2384, 1222, 1609, 151, 1163, 304, 378, 1591, 407, 2227, 1231, 966, 109, 587, 249, 998, 22, 75, 421, 1075, 1799, 2099, 941, 1234, 736, 2214, 850, 1676]"
102,1208,"Avery Hole Reinforcements, 1/4  Diameter, White, 1000/Pack, PK - AVE05720",1,"[1050, 215, 505, 243, 1137, 840, 82, 1472, 2070, 557, 1624]",[],"[1050, 516, 903, 840, 1758, 1628, 1464, 494, 20, 605, 505, 1137, 2005, 1617, 53, 359, 1969, 2078, 2087, 1134, 1481, 1807, 1159, 1636, 890, 1583, 421, 1322, 1212, 1624, 1139, 1135, 243, 865, 484, 769, 733, 2168, 2214, 557, 1676]"
103,2069,"Avery WorkSaver Big Tab Insertable Dividers, 8-Tabs, 1 Set (11111)",22,"[1050, 1139, 505, 243, 557, 114, 82, 2168, 1472, 2070, 1924, 1309]",[],"[1050, 903, 774, 1228, 840, 1468, 313, 1758, 1309, 1464, 494, 505, 2005, 1969, 2386, 1013, 1134, 1481, 1807, 890, 2058, 1086, 114, 1924, 1624, 243, 800, 865, 484, 2168, 1648, 1139, 557, 1336, 2078]"
104,75,"Avery Two-Side Printable Clean Edge Business Cards for Inkjet Printers, Matte, White, Pack of 200 (08871)",25,"[2068, 2072, 1075, 1611, 112, 349, 1799]",[],"[1447, 1965, 2072, 320, 38, 946, 115, 460, 840, 334, 2161, 1509, 1163, 49, 304, 1421, 494, 2068, 1611, 2037, 94, 635, 112, 349, 142, 1231, 1018, 1759, 2271, 1075, 1799, 941, 1111, 1644, 2095, 484, 335, 557]"
105,1449,"Handy Box Cutter, Tap Open/Tap Close, 12 per Box, Assorted",10,[1639],[],"[516, 1676, 115, 963, 795, 49, 1628, 494, 378, 1473, 2088, 505, 2102, 407, 633, 1331, 966, 2087, 1357, 1726, 587, 2078, 1925, 171, 699, 1583, 846, 421, 1322, 1812, 47, 543, 1396, 484, 2116, 769, 1976, 736, 2214, 1247, 139]"
106,2070,"Avery Worksaver Big Tab Plastic Dividers with Slash Pocket, 8 Tab, Letter Size(8.5 x 11), Assorted, 8 per Set (11903)",22,"[1050, 243, 840, 2310, 1617, 82, 1472, 557]",[],"[1050, 76, 903, 2072, 774, 840, 1401, 1472, 1758, 1309, 1464, 2290, 505, 1617, 206, 2195, 1969, 1134, 890, 1086, 82, 243, 800, 2310, 733, 2168, 1139, 557]"
107,792,"Avery Big Tab Two-Pocket Insertable Plastic Dividers, 5-Tab Set (11906)",22,"[1050, 2359, 1139, 243, 840, 2310, 1617, 890, 114, 82, 1472, 2070, 557, 1134, 1309]",[],"[1050, 903, 215, 1082, 774, 840, 1309, 1464, 505, 34, 1617, 53, 2195, 1969, 2386, 2070, 1134, 2359, 1481, 1925, 859, 890, 2058, 1935, 204, 1924, 1624, 1135, 243, 800, 484, 2168, 1139, 557, 589]"
108,732,"Bankers Box R-Kive Heavy-Duty Storage Boxes, Letter/Legal, White/Black, 12 Pack (00724 )",18,"[651, 631, 327, 623, 701, 342, 638, 1234, 353, 537, 672, 667, 697]",[],"[115, 631, 49, 1309, 439, 378, 54, 2102, 407, 633, 966, 1357, 109, 587, 1807, 327, 939, 699, 1933, 2325, 1583, 638, 1264, 1370, 421, 672, 1322, 220, 2099, 47, 484, 769, 1234, 353, 736, 537, 1378, 850, 1676]"
109,672,"Bankers Box Stor/File Medium-Duty Storage Boxes with Lift-Off Lid, Letter, 12 Pack (00701)",18,"[651, 631, 327, 623, 701, 342, 638, 1234, 353, 537, 667, 732, 697]",[],"[516, 1676, 115, 631, 1376, 361, 313, 151, 772, 1628, 439, 494, 378, 139, 1473, 2088, 407, 1460, 1470, 1206, 966, 1635, 1357, 109, 911, 1807, 623, 699, 1933, 638, 1264, 1370, 421, 1322, 1812, 732, 2082, 484, 2116, 1234, 353, 769, 736, 537, 1713, 1378, 1934]"
110,838,"Velcro Sticky-Back Hook and Loop Fastener Tape with Dispenser, 3/4-Inch by 5-Feet Roll, Black",35,[],[945],"[378, 199, 843, 1644, 484, 1446, 170, 945, 844, 1166]"
111,631,"Bankers Box Stor/File Medium-Duty Storage Boxes with String &amp; Button, Letter, 12 Pack (00704)",18,"[1807, 327, 623, 701, 342, 638, 2170, 1234, 353, 537, 672, 667, 732, 697]",[],"[1918, 516, 1676, 1376, 124, 963, 1309, 494, 378, 139, 2088, 164, 505, 1470, 966, 2087, 1357, 109, 587, 2078, 1713, 1807, 327, 699, 1933, 2325, 1583, 638, 1264, 1370, 421, 672, 1322, 1812, 732, 214, 2237, 484, 2116, 1234, 769, 2214, 1378, 1934]"
112,2071,"Avery Self-Adhesive Laminating Sheets, 9&quot; x 12&quot;, Pack of 10 (73603)",1,[],"[1328, 191]","[494, 191, 393, 1728, 1396, 484, 2095, 2116, 19, 112, 1328, 557, 263, 1666]"
113,2072,"Avery  Business Card Pages, Pack of 10 (76009)",1,"[1617, 1941, 82, 840]",[],"[1228, 840, 361, 121, 439, 1309, 1378, 2037, 2005, 1617, 2195, 1941, 2070, 1667, 1807, 998, 1086, 82, 114, 1322, 1139, 47, 871, 733, 736, 1713, 557, 2078]"
114,733,Avery Top Loading Non-Glare Poly Sheet Protectors 100 Count (74102),1,"[1143, 207, 2005, 840, 235, 1401, 2195, 1086, 1472, 557]",[],"[2072, 903, 1082, 840, 1401, 1472, 1328, 1758, 49, 121, 1309, 1464, 378, 164, 1137, 1625, 1617, 53, 2195, 2070, 1208, 1013, 109, 1807, 699, 1264, 82, 1322, 2099, 1644, 2310, 484, 2116, 1139, 557]"
115,2073,"Dome 750 Mileage Log/Expense Record, 3.5 x 6.5 Inches, Logs 324 Trips (DOM750)",19,[1802],[],"[49, 378, 449, 139, 633, 314, 1009, 1060, 2087, 1323, 1807, 998, 295, 421, 1802, 2410, 2310, 484, 736, 1676]"
116,840,"Avery Economy Clear Sheet Protectors, Acid Free, Box of 100 (75091)",1,"[1143, 207, 2005, 1617, 1401, 733, 2195, 1086, 82, 1472, 1139, 557, 1309]",[],"[1050, 516, 2072, 447, 1472, 121, 49, 1309, 1464, 494, 505, 1617, 1663, 1969, 112, 2070, 1215, 1134, 1807, 699, 890, 2058, 1637, 421, 2350, 1322, 800, 484, 2116, 2168, 736, 1139, 557]"
117,1802,"Dome 612 Monthly Bookkeeping Record with Tan Cover and 128 Pages, 11 x 8-1/2 Inches, Wirebound",19,"[1323, 2073]",[],"[2167, 1323, 2073, 1759, 407, 2410, 2310, 1312, 2363, 421, 1060, 49, 139]"
118,537,"Bankers Box Stor/File 100% Recycled Extra Strength Storage Boxes, Letter/Legal, 12 Pack (12770)",23,"[631, 327, 701, 342, 638, 1234, 353, 421, 672, 667, 428, 732]",[],"[115, 460, 1376, 840, 1232, 963, 1881, 49, 1628, 494, 378, 1378, 407, 112, 2101, 966, 1635, 587, 1807, 939, 699, 1583, 638, 1264, 421, 672, 1322, 220, 2170, 351, 47, 2082, 1247, 484, 2116, 1234, 353, 435, 736, 557, 1368, 589]"
119,1617,"Avery Binder Pockets, Acid Free, Pack of 5 (75254)",1,"[2072, 871, 840, 2310, 82, 1472, 2070, 557]",[],"[2072, 840, 1472, 1758, 1309, 20, 505, 181, 1969, 2070, 366, 2083, 174, 2058, 1935, 82, 1924, 243, 871, 2310, 557]"
120,1209,"Oxford  Decoflex Letter Size Desktop File, 12-1/4W x 6D x 9-1/2H, Granite,1 Per Box, ( 23054)",23,"[736, 331, 1060, 1556, 1950]",[],"[516, 115, 840, 361, 1813, 49, 439, 494, 378, 1473, 407, 633, 1260, 1297, 1060, 745, 966, 587, 1807, 998, 251, 1008, 1636, 850, 2271, 1086, 421, 1322, 835, 1950, 1107, 2237, 484, 1234, 736, 557, 589, 139]"
121,839,"Avery Top-Loading Diamond Clear Poly Sheet Protectors, 100 Count (74100)",1,"[1143, 207, 2005, 840, 235, 1401, 733, 1086, 557]",[],"[1350, 2072, 1228, 774, 840, 1401, 1472, 1758, 49, 1309, 1464, 845, 1378, 505, 2005, 1662, 1137, 633, 635, 1617, 2195, 2070, 1667, 1807, 2058, 114, 82, 1065, 1624, 243, 941, 1644, 1327, 733, 1872, 1139, 557, 589]"
122,292,"Wilson Jones View-Tab Transparent Dividers, 8-Tab Set, Square Multicolor, 5 Pack (5 sets of 8-Tab Dividers) (W55567)",22,"[1050, 366, 243, 214, 1617, 167, 114, 82, 1472, 2070, 557]",[],"[207, 1752, 1617, 1234, 421, 1322, 557, 1309]"
123,114,"Wilson Jones Insertable Tab Dividers, Multicolor Tabs , 8-Tabs, 1 Set (W54311A)",22,"[2070, 1139, 181, 243, 840, 167, 1617, 292, 82, 1472, 1758, 557, 1309]",[],"[2072, 115, 1228, 840, 49, 1628, 1309, 494, 378, 1473, 505, 407, 633, 2195, 1208, 2087, 2078, 109, 966, 587, 1134, 1807, 699, 850, 82, 421, 1322, 1624, 243, 1396, 484, 2116, 1234, 769, 733, 19, 736, 1139, 557, 589, 139]"
124,1323,"Adams Money and Rent Receipt Book, 2-Part Carbonless, 2.75 x 4.75 Inch Detached, Spiral Bound, 200 Sets per Book (SC1152)",19,"[2167, 1904, 1802]",[],"[1918, 2167, 1904, 1676, 115, 819, 313, 1556, 772, 151, 49, 494, 378, 139, 1473, 2102, 407, 1470, 1060, 2078, 2087, 587, 1277, 1807, 1008, 699, 1583, 1212, 1802, 941, 1801, 2237, 865, 484, 19, 736, 1713, 1368, 589, 1934]"
125,283,"Wilson Jones ColorLife Expanding File with Flap, A-Z Index, 10 x 12 Inches, Letter Size, Dark Blue (WCCC7117A-BL)",18,"[634, 183, 331, 2363, 1060, 1523]",[],"[516, 1460, 295, 1523, 2271, 1234, 421, 1060, 1322, 49]"
126,941,"Neenah Premium Cardstock, 96 Brightness, 65 lb, Letter, Bright White, 250 Sheets per Pack (91904)",25,"[893, 1644, 267, 2161, 1465, 355, 1222, 2148]",[],"[1918, 1350, 541, 903, 946, 460, 774, 618, 267, 840, 2161, 1328, 49, 304, 1309, 2290, 94, 635, 1448, 960, 112, 2202, 966, 2078, 1018, 109, 171, 699, 2086, 2374, 800, 1644, 865, 484, 2116, 1234, 2168, 2384, 557, 263, 665]"
127,206,"Five Star Spiral Notebook, College Ruled, 1 Subject, 8.5 x 11 Inches, 100 Sheets, Assorted Colors (06206)",25,"[1050, 1481, 1925, 243, 1372, 53, 2058, 1204, 1134, 1624]",[],"[1050, 903, 215, 1082, 1228, 1468, 1336, 599, 1464, 494, 183, 505, 34, 53, 698, 1969, 2386, 1134, 587, 2359, 1481, 1925, 1949, 859, 890, 2058, 842, 1910, 1624, 243, 800, 484, 2116, 2261, 2168, 1327, 557, 1755, 850, 1324]"
128,940,Kensington 82024 Memory Foam Seat Rest,20,[],[],"[1090, 1361, 1580, 835, 1614]"
129,1803,"TOPS Quadrille Pad, Gum-Top, 8-1/2 x 11 Inches, Quad Rule (4 x 4), White Paper, 50 Sheets per Pad (33041)",11,"[243, 1665, 215]",[],"[1050, 516, 903, 2282, 215, 774, 907, 795, 49, 1628, 505, 1728, 53, 206, 1969, 1721, 2070, 1925, 890, 1351, 421, 1924, 842, 1624, 243, 484, 1678, 2261, 2168, 1139, 557, 1665, 1559]"
130,841,"TOPS Docket Writing Tablet, 5 x 8 Inches, Perforated, Canary, Narrow Rule, 50 Sheets per Pad, 12 Pads per Pack (63350)",11,"[494, 378, 1807, 484, 2116, 769, 421, 1322, 966, 803, 1167, 2078]",[],"[516, 1676, 115, 589, 361, 124, 963, 313, 1336, 49, 1628, 803, 494, 378, 139, 1473, 2088, 54, 505, 633, 2101, 966, 2087, 1357, 1167, 1635, 109, 587, 1134, 2078, 1807, 1394, 699, 2325, 850, 1264, 846, 421, 1322, 2237, 1396, 484, 2116, 769, 19, 736, 1713, 454, 1934]"
131,134,"Five Star Reinforced Filler Paper, Wide Ruled, 110 ct (15106)",25,"[1803, 1050, 2359, 903, 505, 243, 1665, 2051, 890, 206, 1969, 557, 1134, 1624]",[],"[1050, 903, 215, 1082, 774, 1468, 1472, 599, 1464, 505, 34, 53, 206, 1969, 2386, 2070, 1134, 2359, 1481, 1925, 1636, 890, 2058, 1259, 1924, 1624, 243, 800, 2261, 2168, 19, 557, 1755, 1559]"
132,538,"Mead Composition Book, Wide Ruled, 9.75 x 7.50 Inch Sheet Size, Black Marble, Bookbound, 100 Sheets (09910)",25,"[2359, 1624, 903, 505, 243, 800, 774, 890, 2058, 2168, 1648, 2386, 1367, 1134, 1464]",[],"[1050, 903, 215, 1082, 774, 1468, 1204, 1367, 1464, 505, 1969, 2386, 1134, 2359, 1925, 890, 2058, 1924, 1624, 1135, 243, 800, 484, 2168, 1648, 557, 1755]"
133,1618,"Write Bros. Stick Ballpoint Pens, Medium Point, Blue Ink, 12-Pack",39,"[1050, 903, 2075, 1464, 494, 505, 34, 1969, 2386, 1134, 2359, 890, 1924, 1624, 243, 800, 1327, 2168, 1324]",[],"[1050, 1980, 903, 215, 1082, 774, 2075, 1367, 1464, 494, 505, 34, 698, 1969, 2386, 1134, 2359, 1481, 890, 1322, 1924, 842, 1624, 243, 800, 484, 769, 1327, 2168, 1648, 557, 1755, 2078]"
134,1052,"BIC Round Stic Ballpoint Pens, 1.0 mm, Red,  Box of 12 (GMS11-Red)",39,"[1050, 1980, 903, 774, 2075, 1464, 494, 34, 1969, 2386, 1134, 2359, 1481, 1925, 890, 2058, 1924, 1624, 243, 800, 484, 1327, 2168, 1755, 1336, 1324]",[],"[1050, 903, 215, 1082, 774, 1468, 1324, 599, 1367, 1464, 494, 34, 1617, 698, 206, 1969, 1559, 2386, 2070, 1013, 1134, 2359, 1481, 1925, 890, 2058, 1259, 1924, 1624, 1135, 243, 800, 484, 1872, 2168, 1648, 19, 1139, 557, 1755, 1336, 2078]"
135,1133,"Onyx Stick Roller Ball Pens, Micro Point, Black Ink, Pack of 12",39,"[1453, 1457, 1804, 1903, 674, 2089, 2091, 1641, 1336, 1324]",[],"[516, 1804, 115, 1324, 49, 494, 378, 2088, 2102, 89, 53, 698, 745, 966, 2091, 1357, 1666, 1134, 587, 2078, 1457, 1807, 1925, 859, 2291, 1583, 1264, 421, 1322, 1212, 842, 1641, 1551, 2392, 1396, 484, 2116, 769, 736, 1713, 557, 454, 139]"
136,2075,"BIC Round Stic Ball Pen, Fine Point, 0.8mm, Blue, 12 Pens (GSF11-Blu)",39,"[494, 1453, 505, 1925, 34, 1132, 1327, 1641, 1324]",[],"[1398, 516, 903, 1676, 1228, 49, 439, 1464, 494, 378, 139, 1473, 2088, 505, 2102, 34, 89, 698, 966, 2078, 1167, 1134, 587, 2083, 1925, 859, 2325, 252, 1259, 421, 1212, 842, 1641, 2381, 1624, 1048, 936, 1419, 484, 2116, 769, 1327, 2214, 850, 1324]"
137,1451,"BIC Cristal Stic Ball Pen, Medium Point , 1.0 mm, Blue, 12 Pens (MS11-Blu)",39,"[494, 505, 243, 2347, 118, 1327, 1324]",[],"[1918, 1050, 516, 903, 115, 1082, 774, 1758, 49, 1464, 494, 378, 505, 633, 1969, 2386, 966, 2078, 1357, 1134, 587, 1481, 1807, 1925, 699, 2325, 890, 1583, 421, 1322, 1212, 1624, 243, 800, 865, 484, 2116, 769, 1648, 1327, 19, 736, 850, 1324]"
138,1132,"BIC Soft Feel Retractable Ballpoint Pen, Medium Point, Black, 12-Count",39,"[494, 1371, 505, 2348, 1297, 1336, 1641, 1661]",[],"[1980, 516, 903, 115, 963, 1336, 49, 1628, 1309, 803, 494, 378, 2088, 1621, 505, 89, 407, 633, 1297, 966, 1357, 109, 587, 1481, 1807, 1583, 850, 1979, 1264, 421, 1322, 1212, 842, 2237, 865, 484, 2116, 1234, 769, 736, 1713, 589, 139]"
139,2074,"Paper Mate 4912431PP Refill for Aspire, PhD, PhD Ultra Ballpoint, Medium, Blue Ink, 2/Pack",39,"[1484, 1463, 2353, 1620]",[],"[1463, 1621, 1622, 573, 1620, 1484, 1378, 1391]"
140,1452,"Bic Clic Stic Retractable Ballpoint Pen, Medium, Nonrefillable, Blue Ink, Box of 12",39,"[494, 1371, 505, 34, 1132, 1327, 1297, 484, 1336, 1641, 1551, 1661, 1324]",[],"[516, 903, 1676, 151, 49, 494, 378, 1473, 2088, 1329, 505, 2085, 1728, 1663, 966, 2087, 1357, 587, 1134, 2078, 1713, 1481, 1807, 1925, 1132, 2325, 252, 1259, 421, 1322, 1812, 243, 1247, 1419, 484, 2116, 769, 1396, 2214, 557, 1336, 139]"
141,1210,"BIC Round Stic Ballpoint Pens, 1.0 mm, Black,  Box of 12 (GMS11-Blk)",39,"[1050, 1980, 903, 774, 2075, 1464, 494, 34, 1969, 2386, 1134, 2359, 1481, 1925, 890, 2058, 1924, 1624, 243, 800, 484, 1327, 2168, 1755, 1336, 1324]",[],"[1050, 903, 215, 1082, 774, 1468, 1324, 599, 1367, 1464, 494, 34, 1617, 698, 206, 1969, 1559, 2386, 2070, 1013, 1134, 2359, 1481, 1925, 890, 2058, 1259, 1924, 1624, 1135, 243, 800, 484, 1872, 2168, 1648, 19, 1139, 557, 1755, 1336, 2078]"
142,1805,"Vision Elite Stick Roller Ball Pens, Bold Point, Red Ink, Pack of 12",39,"[1804, 1903, 674, 2089, 2090, 105]",[],"[1804, 124, 590, 1800, 49, 105, 378, 1473, 1631, 164, 633, 1133, 966, 1635, 1167, 1615, 1807, 171, 674, 699, 1264, 421, 1322, 1212, 1111, 484, 2116, 19, 736, 557, 589, 139]"
143,1324,"BIC Round Stic Ball Pen, Fine Point, 0.8mm, Black, 12 Pens (GSF11-Blk)",39,"[494, 1050, 1453, 1481, 505, 1925, 34, 243, 859, 890, 1133, 484, 1327, 2075, 1641, 1134, 1336]",[],"[1980, 516, 903, 115, 1082, 1228, 1529, 2075, 49, 1464, 494, 378, 1473, 505, 34, 698, 1260, 206, 1969, 966, 1134, 587, 1481, 1807, 1925, 859, 890, 2058, 842, 220, 1624, 1048, 243, 484, 769, 2168, 1648, 19, 1139, 557, 850]"
144,573,"Pilot G2 Gel Ink Refill, 2-Pack for Rolling Ball Pens, Fine Point, Black Ink (77240)",39,"[1621, 2273, 1365, 818, 1688, 1484]",[],"[115, 818, 1228, 907, 49, 1621, 505, 34, 407, 206, 1688, 1134, 1365, 859, 1212, 842, 2273, 484, 1484]"
145,505,"BIC Round Stic Ballpoint Pens, 1.0 mm, Blue,  Box of 12 (GSM11-Blu)",39,"[1050, 1980, 903, 774, 2075, 1464, 494, 34, 1969, 2386, 1134, 2359, 1481, 1925, 890, 2058, 1924, 1624, 243, 800, 484, 1327, 2168, 1755, 1336, 1324]",[],"[1050, 903, 215, 1082, 774, 1468, 1324, 599, 1367, 1464, 494, 34, 1617, 698, 206, 1969, 1559, 2386, 2070, 1013, 1134, 2359, 1481, 1925, 890, 2058, 1259, 1924, 1624, 1135, 243, 800, 484, 1872, 2168, 1648, 19, 1139, 557, 1755, 1336, 2078]"
146,1619,"Dri-Mark Smart Money Counterfeit Bill Detector Pen for Use with U.S. Currency, Black/Dark Brown (351B1)",19,"[2167, 1904]",[],"[494, 2167, 1323, 2088, 407, 587, 1470, 484, 966, 49, 1357]"
147,1621,"Pilot Dr. Grip Retractable Ballpoint Pens, Medium Point, Black Barrel with Black Ink, Single Pen (36100)",39,"[1688, 1365, 818, 573, 1620, 1484, 1641]",[],"[1322, 1807, 2099, 1484, 1365, 818, 1636, 361, 573, 53, 484, 1297, 19, 1688, 1731, 1774, 557, 1641]"
148,1450,"Zebra(R) Ballpoint F-Refills For F-301 Ultra,F-301 Pen, F-301 Compact, F-402 Pen, Fine Point, 0.7 mm, Black, Pack Of 2",39,"[1731, 1551]",[],"[1150, 1512, 1463, 1942, 1925, 1484, 699, 909, 484, 769, 1370, 2270, 1251, 1731, 1509, 1551]"
149,524,"Pilot Precise V5 Stick Rolling Ball Pens, Extra Fine Point, 5-Pack, Red Ink (26012)",39,"[1457, 1804, 34, 1903, 1692, 1165, 1063, 2091]",[],"[516, 903, 1228, 1628, 2186, 494, 1473, 505, 1662, 149, 53, 2091, 966, 1134, 1481, 1457, 1807, 998, 894, 1903, 1925, 1636, 573, 850, 2058, 1063, 2374, 842, 1624, 865, 484, 2116, 769, 2168, 1724, 1713, 1755, 589]"
150,1620,"Paper Mate 67202 PhD Retractable Ballpoint Pen, Medium Point, Black Ink, Cherry Body",39,"[1621, 1484, 818]",[],"[1621, 1484, 818]"
151,888,X-Acto Model KS Table- or Wall-Mount Pencil Sharpener (1031),39,"[387, 506, 591, 1980, 371, 903, 575, 517, 687, 1917, 337, 1300, 1084, 654, 637, 1497, 2153, 278]",[],"[1980, 516, 903, 1390, 774, 1300, 963, 1464, 506, 575, 1662, 698, 2386, 745, 1352, 687, 1917, 890, 1637, 1135, 243, 800, 484, 736, 1755, 139]"
152,632,"Pilot Dr. Grip Limited Retractable Rolling Ball Gel Pen, Fine Point, Charcoal Gray Metallic Barrel, Black Ink (36270)",39,"[1621, 1365, 818, 573, 1688, 1484]",[],"[516, 818, 1228, 1758, 49, 1473, 1150, 1621, 34, 53, 1688, 1731, 1453, 2083, 1365, 573, 421, 1534, 484, 733, 1484]"
153,1623,"Prismacolor Premier Colored Woodcase Pencils, 12 Assorted Colors/set",39,"[1010, 753, 1849, 1906, 999, 654, 1233, 1544, 1455, 1755]",[],"[753, 859, 1849, 890, 2261, 999, 2375, 654, 1233, 1544, 1814, 1455, 1755, 2377]"
